Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Lang,Community,CommunityLabel,PublisherDomain,PublisherGuess,SeedQuery,CrawlMethod,SourceName,PostID,SourceID,sentiment_label,sentiment_confidence,emotion_primary,detected_language,demographic,analysis_mode,geo_ns,narrative_solo,narrative_split
news,post,5d421ce10300f906,"DAP beri sokongan Aminuddin sebagai MB. am@hmetro.com.my Seremban: DAP Negeri Sembilan menyatakan akan terus memberi sokongan kepada Datuk Seri Aminuddin Harun untuk menerajui Negeri Sembilan sebagai Menteri Besar sekiranya Pakatan Harapan (PH) mendapat mandat sekali lagi. Setiausaha Agung DAP, Anthony Loke berkata, sepanjang lapan tahun ",https://www.hmetro.com.my/mutakhir/2026/06/1369267/dap-beri-sokongan-aminuddin-sebagai-mb,neutral,2026-06-13T08:01:37+00:00,0,0,0,0,0.5,0,HMETRO,bm,melayu,Komuniti Melayu,hmetro.com.my,melayu,direct:HMETRO,direct_scrape,Harian Metro,,HMETRO,neutral,0.55,neutral,en,Unknown,keyword_fallback,True,False,False
news,post,9c55a8b231123d99,"RESET secara rasmi belum mohon sertai PN. hifzuddin@bh.com.my Alor Setar: Perikatan Nasional (PN) belum menerima sebarang permohonan daripada Gerakan RESET bagi menganggotai gabungan itu menjelang Pilihan Raya Negeri (PRN) Johor dan PRN Negeri Sembilan. Pengerusi PN, Datuk Seri Dr Ahmad Samsuri Mokhtar berkata, setakat ini belum ada perbinc",https://www.hmetro.com.my/mutakhir/2026/06/1369265/reset-secara-rasmi-belum-mohon-sertai-pn,neutral,2026-06-13T07:50:34+00:00,0,0,0,0,0.5,0,HMETRO,bm,melayu,Komuniti Melayu,hmetro.com.my,melayu,direct:HMETRO,direct_scrape,Harian Metro,,HMETRO,neutral,0.55,neutral,en,Unknown,keyword_fallback,True,False,False
news,post,fe7445f1aa9be825,"Negeri SG4 dijangka adakan pilihan raya serentak PRU-16. hifzuddin@bh.com.my Alor Setar: Negeri dikuasai Perikatan Nasional (PN) iaitu Terengganu, Kelantan, Kedah dan Perlis (SG4) dijangka mengadakan Pilihan Raya Negeri (PRN) serentak bersama Pilihan Raya Umum Ke-16 (PRU16) akan datang. Ketua Pengarah Pilihan Raya PAS Pusat, Datuk Seri Muhammad Sanusi Md ",https://www.hmetro.com.my/mutakhir/2026/06/1369261/negeri-sg4-dijangka-adakan-pilihan-raya-serentak-pru-16,neutral,2026-06-13T07:41:49+00:00,0,0,0,0,0.5,0,HMETRO,bm,melayu,Komuniti Melayu,hmetro.com.my,melayu,direct:HMETRO,direct_scrape,Harian Metro,,HMETRO,neutral,0.55,neutral,en,Unknown,keyword_fallback,False,False,False
news,post,f4ad17dffa10fd26,"Saya mahu jemput Onn Hafiz duduk sebelah saya dalam kereta api – Loke. SEREMBAN: Setiausaha Agung DAP, Anthony Loke mengundang Menteri Besar Johor, Datuk Onn Hafiz Ghazi menaiki KTM Komuter Selatan bersama sempena pelancaran perkhidmatan itu pada Selasa depan. Menteri Pengangkutan itu berkata, beliau tidak mempunyai masalah dengan mana-mana pihak yang enggan duduk bers",https://www.utusan.com.my/nasional/2026/06/saya-mahu-jemput-onn-hafiz-duduk-sebelah-saya-dalam-kereta-api-loke/?utm_source=rss&utm_medium=rss&utm_campaign=saya-mahu-jemput-onn-hafiz-duduk-sebelah-saya-dalam-kereta-api-loke,neutral,2026-06-13T04:13:20+00:00,0,0,0,0,0.5,0,UTUSAN,bm,melayu,Komuniti Melayu,utusan.com.my,melayu,direct:UTUSAN,direct_scrape,Utusan Malaysia,,UTUSAN,neutral,0.55,neutral,en,Unknown,keyword_fallback,True,False,False
news,post,c674ba6098d32aee,"PRN berasingan tidak beri kelebihan kepada BN – UMNO. KOTA TINGGI: Barisan Nasional (BN) tidak peroleh sebarang kelebihan berbanding Pakatan Harapan (PH) atau mana-mana parti politik lain sekiranya Pilihan Raya Negeri (PRN) Johor dan Negeri Sembilan diadakan secara berasingan atau secara serentak. Naib Presiden UMNO, Datuk Seri Mohamed Khaled Nordin se",https://www.utusan.com.my/nasional/politik/2026/06/prn-berasingan-tidak-beri-kelebihan-kepada-bn-umno/?utm_source=rss&utm_medium=rss&utm_campaign=prn-berasingan-tidak-beri-kelebihan-kepada-bn-umno,neutral,2026-06-13T03:51:48+00:00,0,0,0,0,0.5,0,UTUSAN,bm,melayu,Komuniti Melayu,utusan.com.my,melayu,direct:UTUSAN,direct_scrape,Utusan Malaysia,,UTUSAN,neutral,0.55,neutral,en,Unknown,keyword_fallback,True,False,False
news,post,3d44ac5b6e9e36db,"Bersatu perlu sedia tanding PRN guna logo sendiri, kata penganalisis. Ahmad Zaharuddin Sani Ahmad berkata ia memandangkan kedudukannya dan hala tuju PN yang tidak menentu ketika ini.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/06/13/bersatu-perlu-sedia-tanding-prn-guna-logo-sendiri-kata-penganalisis,neutral,2026-06-13T02:00:23+00:00,0,0,0,0,0.5,0,FMT,bm,melayu,Komuniti Melayu,freemalaysiatoday.com,melayu,direct:FMT,direct_scrape,Free Malaysia Today,,FMT,neutral,0.55,neutral,en,Unknown,keyword_fallback,False,False,False
news,post,54ba845dcbdad462,"YOURSAY | Question EC by all means, but do it responsibly. 'Nga is both right and wrong.'",https://www.malaysiakini.com/news/777361,neutral,2026-06-13T01:11:36+00:00,0,0,0,0,0.5,0,MKINI,bm,melayu,Komuniti Melayu,malaysiakini.com,melayu,direct:MKINI,direct_scrape,Malaysiakini,,MKINI,neutral,0.55,neutral,en,Unknown,keyword_fallback,False,False,False
news,post,cd471066e3f6cd9f,"Harapan leaders frame N Sembilan polls as verdict on BN 'betrayal'. Political instability caused by Umno players was unfounded, says Anwar.",https://www.malaysiakini.com/news/777358,positive,2026-06-13T00:30:10+00:00,0,0,0,0,0.85,0,MKINI,bm,melayu,Komuniti Melayu,malaysiakini.com,melayu,direct:MKINI,direct_scrape,Malaysiakini,,MKINI,positive,0.55,joy,ms,Malay,keyword_fallback,False,False,False
news,post,ce50c95030385aff,"Kontroversi tukar kerajaan uji keyakinan terhadap Umno N Sembilan, kata penganalisis. Mazlan Ali berkata dakwaan rundingan menukar kerajaan negeri boleh mengalih tumpuan rakyat daripada hala tuju Umno Negeri Sembilan menjelang PRN.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/06/13/kontroversi-tukar-kerajaan-uji-keyakinan-terhadap-umno-n-sembilan-kata-penganalisis,neutral,2026-06-13T00:00:00+00:00,0,0,0,0,0.5,0,FMT,bm,melayu,Komuniti Melayu,freemalaysiatoday.com,melayu,direct:FMT,direct_scrape,Free Malaysia Today,,FMT,neutral,0.55,neutral,en,Unknown,keyword_fallback,True,False,False
news,post,fcd717167bcb41f8,Beyond精神再续  620相约芙蓉文化街唱经典 | 中國報 China Press. （芙蓉13日讯）Beyond 精神再续！为了延续“聚驹6.0”所掀起的热潮与感动，“怀念Beyond的热血之约”将于6月20日（星期六）晚上7时至9时30分，在芙蓉文化街举行，所有Beyond乐迷受邀齐聚一堂，共同重温一代传奇乐队的经典作品。Beyond 忠诚乐迷蔡亲炀指出，尽管“聚驹6.0”已圆满落幕，惟Beyond的音乐魅力依然深深留存在乐迷心中，不少人至今仍沉浸在熟悉旋律所带来的感动与回忆，因此特别策划此次活动，希望让Beyond精神继续在芙蓉传承与燃烧。“怀念Beyond的热血之约”...,https://n9.chinapress.com.my/20260613/beyond%e7%b2%be%e7%a5%9e%e5%86%8d%e7%bb%ad-620%e7%9b%b8%e7%ba%a6%e8%8a%99%e8%93%89%e6%96%87%e5%8c%96%e8%a1%97%e5%94%b1%e7%bb%8f%e5%85%b8/,neutral,2026-06-13T00:00:00,0,0,0,0,0.5,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235865.0,CP_N9,neutral,0.55,neutral,zh-cn,Chinese,keyword_fallback,True,False,False
news,post,d8915bc2ff9c8d44,沙努西冀SG4州选  与全国大选同步举行 | 中國報 China Press. （亚罗士打13日讯）由国盟所执政的4州政府（SG4）预计会与全国大选，同步举行。这4州分别为吉打、登嘉楼、吉兰丹及玻璃市。莫哈末沙努西伊斯兰党选举主任拿督斯里莫哈末沙努西指出，同步举办州选和全国大选将更具效率，不仅有助于各党竞选机制的部署，也能节省大量开支。他说，他曾就此事与首相拿督斯里安华进行交流，而后者也认同州选与全国大选同步举行的构想。“我经常与首相谈及同步举行选举的问题，还曾询问大选日期，他透露相关安排仍可进一步商讨。”沙努西于昨晚...,https://www.chinapress.com.my/20260613/%e6%b2%99%e5%8a%aa%e8%a5%bf%e5%86%80sg4%e5%b7%9e%e9%80%89-%e4%b8%8e%e5%85%a8%e5%9b%bd%e5%a4%a7%e9%80%89%e5%90%8c%e6%ad%a5%e4%b8%be%e8%a1%8c/,neutral,2026-06-13T00:00:00,0,0,0,0,0.5,0,CP_MY,cina,cina,Komuniti Cina,chinapress.com.my,cina,direct:CP_MY,direct_scrape,China Press (全国 — filter 森美兰),4980775.0,CP_MY,neutral,0.55,neutral,zh-cn,Chinese,keyword_fallback,False,False,False
news,post,38c2a27a7f7791e1,"This retired couple built a life around durians and creativity. Nasur Yusof and Siti Zulaina Bahro are the owners of DusunNas, an orchard and homestay in Lenggang, Negeri Sembilan.",https://www.freemalaysiatoday.com/category/leisure/2026/06/13/this-retired-couple-built-a-life-around-durians-and-creativity,neutral,2026-06-12T23:30:25+00:00,0,0,0,0,0.5,0,FMT,bm,melayu,Komuniti Melayu,freemalaysiatoday.com,melayu,direct:FMT,direct_scrape,Free Malaysia Today,,FMT,neutral,0.55,neutral,en,Unknown,keyword_fallback,True,False,False
news,post,19f208ac45d91217,"Saya tak setuju PRN awal, tapi mereka tidak sabar, kata Anwar. Pengerusi PH mengkritik 'ketidaksabaran' Umno di sebalik gesaan untuk mengadakan PRN awal di Negeri Sembilan dan Johor.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/06/13/saya-tak-setuju-prn-awal-tapi-mereka-tidak-sabar-kata-anwar,neutral,2026-06-12T22:41:41+00:00,0,0,0,0,0.5,0,FMT,bm,melayu,Komuniti Melayu,freemalaysiatoday.com,melayu,direct:FMT,direct_scrape,Free Malaysia Today,,FMT,neutral,0.55,neutral,en,Unknown,keyword_fallback,True,False,False
news,post,b7426bb2a2c208d7,Lawyer claims Tunku Panglima Besar appointment unconstitutional. Khairul cites alleged absence of consultation with N Sembilan ruling chiefs.,https://www.malaysiakini.com/news/777310,neutral,2026-06-12T07:02:52+00:00,0,0,0,0,0.5,0,MKINI,bm,melayu,Komuniti Melayu,malaysiakini.com,melayu,direct:MKINI,direct_scrape,Malaysiakini,,MKINI,neutral,0.55,neutral,en,Unknown,keyword_fallback,False,False,False
news,post,71fa33d0992acd1e,"EC: Johor goes to polls July 11, N Sembilan to follow on Aug 1. UPDATED 3.37PM | June 27 is nomination day for Johor, July 18 for N Sembilan.",https://www.malaysiakini.com/news/777297,neutral,2026-06-12T04:26:25+00:00,0,0,0,0,0.5,0,MKINI,bm,melayu,Komuniti Melayu,malaysiakini.com,melayu,direct:MKINI,direct_scrape,Malaysiakini,,MKINI,neutral,0.55,neutral,en,Unknown,keyword_fallback,False,False,False
news,post,f7ecd4ca3e413c6a,森州人头条｜沉香州席传换将 财仔连任现暗涌 | 中國報 China Press. （芙蓉12日讯）行动党沉香州议席盛传上阵人选将易人，原任州议员吴金财“财仔”或面对连任挑战？！森州选战号角吹响，行动党传统堡垒沉香州议席的人选安排成为关注焦点。连续4届代表行动党守土成功的原任州议员吴金财，近期盛传可能面对党内人选调整，是否继续披甲迎战本届州选，备受外界关注。由行动党上阵的沉香州议席，在这次选举中会否出现更换候选人，引起坊间关注。据《中国报》探悉，行动党近期针对沉香州席人选展开部署，坊间传出吴金财可能面对人选更替，交通部长政治秘书何永铧被视为潜在人选之一。吴金财自2008...,https://n9.chinapress.com.my/20260612/%e6%a3%ae%e5%b7%9e%e4%ba%ba%e5%a4%b4%e6%9d%a1%ef%bd%9c%e6%b2%89%e9%a6%99%e5%b7%9e%e5%b8%ad%e4%bc%a0%e6%8d%a2%e5%b0%86-%e8%b4%a2%e4%bb%94%e8%bf%9e%e4%bb%bb%e7%8e%b0%e6%9a%97%e6%b6%8c/,positive,2026-06-12T00:00:00,0,0,0,0,0.85,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235816.0,CP_N9,positive,0.55,joy,zh-cn,Chinese,keyword_fallback,True,False,False
news,post,a133af4f4fd29955,竞逐日叻务国会辖下州席 嘉拉鲁丁   确认亲上阵 | 中國報 China Press. （日叻务12日讯）森美兰州选战备受关注，巫统森州联委会主席拿督斯里嘉拉鲁丁确认将亲自披甲上阵，代表国阵竞逐日叻务国会辖下州议席，惟具体选区仍有待党中央最终拍板。嘉拉鲁丁今早巡视新邦葫芦顶一间工厂污染问题后接受媒体访问时，证实自己将参与本届州选。当被询及是否会在州选中上阵时，他直言：“是的，我将会亲自上阵这一次的州选。”日叻务国会选区下共有4个州议席，分别为真纳、双溪镭、葫芦顶及格拉旺。其中，真纳州议席长期由马华代表国阵出战，因此外界普遍认为，嘉拉鲁丁出征真纳的可能性不高。嘉拉鲁丁曾于20...,https://n9.chinapress.com.my/20260612/%e7%ab%9e%e9%80%90%e6%97%a5%e5%8f%bb%e5%8a%a1%e5%9b%bd%e4%bc%9a%e8%be%96%e4%b8%8b%e5%b7%9e%e5%b8%ad-%e5%98%89%e6%8b%89%e9%b2%81%e4%b8%81-%e7%a1%ae%e8%ae%a4%e4%ba%b2%e4%b8%8a%e9%98%b5/,neutral,2026-06-12T00:00:00,0,0,0,0,0.5,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235775.0,CP_N9,neutral,0.55,neutral,zh-cn,Chinese,keyword_fallback,True,False,False
news,post,43bc2be71c840dfd,未协调州选备战工作 沈志文轰国盟领导层失责 | 中國報 China Press. （马口12日讯）土团党全国多元种族组织代主席沈志文炮轰国盟（PN）在森州议会解散后仍陷入“群龙无首”局面，不仅迟迟未委任州主席，也未召开正式会议协调州选备战工作，直指国盟领导层严重失责。沈志文也是土团党最高理事成员。他今日发文告指出，森州议会已解散，但国盟至今仍未完成州级领导架构部署，也未展开系统性的选举准备工作，情况已非一般行政延误，而是反映领导层缺乏责任感。他说，国盟主席拿督斯里阿末三苏里理应在州议会解散前，完成州领导层及竞选机制规划，而不是在选举临近之际，相关安排仍悬而未决。“基层竞...,https://n9.chinapress.com.my/20260612/%e6%9c%aa%e5%8d%8f%e8%b0%83%e5%b7%9e%e9%80%89%e5%a4%87%e6%88%98%e5%b7%a5%e4%bd%9c-%e6%b2%88%e5%bf%97%e6%96%87%e8%bd%b0%e5%9b%bd%e7%9b%9f%e9%a2%86%e5%af%bc%e5%b1%82%e5%a4%b1%e8%b4%a3/,neutral,2026-06-12T00:00:00,0,0,0,0,0.5,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235771.0,CP_N9,neutral,0.55,neutral,zh-cn,Chinese,keyword_fallback,True,False,False
news,post,4c59364cd7ac21f7,芙蓉中华中小学校庆晚宴 盼各界支持认购餐券 | 中國報 China Press. 7月18预计筵开110席（芙蓉12日讯）芙蓉中华中小学将于7月18（星期六）晚上7时，在芙蓉中华中学群英综合楼郑棣礼堂举办“芙蓉中华中小学113周年校庆晚宴”，预计筵开110席，希望各界人士鼎力支持认购餐券，共襄盛举。芙蓉中华小学董事长拿督张庆生今日在记者会上宣布，今年校庆主题为“情怀百载，智创未来”，旨在传承百年办学精神，同时展望未来教育发展方向。他说，今年校庆活动由芙蓉中华小学轮值主办，并分为两个阶段进行。首阶段将于7月15日，上午11时在芙蓉中华小学礼堂举行113周年校庆庆典：第二阶...,https://n9.chinapress.com.my/20260612/%e8%8a%99%e8%93%89%e4%b8%ad%e5%8d%8e%e4%b8%ad%e5%b0%8f%e5%ad%a6%e6%a0%a1%e5%ba%86%e6%99%9a%e5%ae%b4-%e7%9b%bc%e5%90%84%e7%95%8c%e6%94%af%e6%8c%81%e8%ae%a4%e8%b4%ad%e9%a4%90%e5%88%b8/,positive,2026-06-12T00:00:00,0,0,0,0,0.85,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235805.0,CP_N9,positive,0.55,joy,zh-cn,Chinese,keyword_fallback,True,False,False
news,post,196e34a3d76066a9,罗厘失控冲入泊车位连撞4车  司机尿检呈毒品阳性 | 中國報 China Press. （芙蓉12日讯）一辆货柜罗厘疑似失控，从右侧车道突然冲入左侧芙蓉新城政府卫生诊疗所泊车位，猛撞停放在诊疗所前的多辆轿车，造成4辆交通工具损毁及2人受轻伤，而涉事40岁罗厘司机经尿检后，对毒品呈阳性反应。这起事故于今早6时40分，在芙蓉新城政府卫生诊疗所前方路段发生，共涉及3辆轿车及1辆罗里。芙蓉新城卫生诊疗所前清早发生3车1罗厘连环撞事故，现场一片混乱。(本报读者提供)芙蓉警区主任莫哈末雅丁助理总监发文告说，经初步调查显示，肇祸罗厘从右侧车道行驶时疑失控，随后冲向左侧方向，直接撞上停放在诊...,https://n9.chinapress.com.my/20260612/%e7%bd%97%e5%8e%98%e5%a4%b1%e6%8e%a7%e5%86%b2%e5%85%a5%e6%b3%8a%e8%bd%a6%e4%bd%8d%e8%bf%9e%e6%92%9e4%e8%bd%a6-%e5%8f%b8%e6%9c%ba%e5%b0%bf%e6%a3%80%e5%91%88%e6%af%92%e5%93%81%e9%98%b3%e6%80%a7/,neutral,2026-06-12T00:00:00,0,0,0,0,0.5,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235828.0,CP_N9,neutral,0.55,neutral,zh-cn,Chinese,keyword_fallback,True,False,False
news,post,3a27d5aa3b5a36ac,州选投票日 柔佛 7月11日 森美兰 8月1日 | 中國報 China Press. （布城12日讯）第16届柔佛和森美兰州选分开举行，柔佛州选投票日落在7月11日，森美兰则落在8月1日。选委会主席拿督斯里南兰哈伦宣布，柔森州选的提名日分别是6月27日和7月18日，提前投票日分别是7月7日和7月28日。摄影：李玉珍柔佛州选的竞选期是从提名日6月27日至7月10日晚上11时59分，森美兰州选竞选期则从提名日7月18日至7月31日晚上11时59分；2场州选竞选期均长达14天。南兰哈伦今日主持选委会特别会议后在记者会说，柔佛州选涉及56个州席，森美兰州选涉及36个州席。...,https://n9.chinapress.com.my/20260612/%e5%b7%9e%e9%80%89%e6%8a%95%e7%a5%a8%e6%97%a5-%e6%9f%94%e4%bd%9b-7%e6%9c%8811%e6%97%a5-%e6%a3%ae%e7%be%8e%e5%85%b0-8%e6%9c%881%e6%97%a5/,neutral,2026-06-12T00:00:00,0,0,0,0,0.5,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235737.0,CP_N9,neutral,0.55,neutral,zh-cn,Chinese,keyword_fallback,True,False,False
