platform,post_content,comment_content,engagement,sentiment,date
linkedin,,Dwight Headley you deserve a pat on the back for this too. Long time in the making ⚡️🤝🏽⚡️,0,positive,2025-08-19 02:22:51.316000+00:00
linkedin,,Great one !,0,neutral,2025-11-12 05:18:41.018000+00:00
linkedin,,"Good financial habits don’t just impress your accountant, they open doors. SMEs, it’s time to get your books in shape and your credit squeaky clean. Thanks, Shin Mei, for sharing these great insights!",0,positive,2025-11-19 10:34:33.488000+00:00
linkedin,,Commenting for better reach,0,neutral,2025-11-25 10:03:38.472000+00:00
linkedin,,How to apply?,0,neutral,2025-11-24 10:09:07.739000+00:00
linkedin,,"Thanks for sharing. For accuracy, please visit Fintech News Malaysia  - part of Fintech News Network. They have a comprehensive report that you can download. 

The Central Bank of Malaysia is hosting ",0,positive,2025-06-24 00:15:39.757000+00:00
linkedin,,lol why Hata under crowdfunding platform 😂,0,neutral,2025-06-22 07:11:58.326000+00:00
linkedin,,"Great achievement! Thanks for all the hard work and this is definitely worth a celebration 🥳, thanks for the Cake 🍰",0,positive,2025-07-29 13:20:19.197000+00:00
linkedin,,Many tend to be overleveraged,0,negative,2024-10-03 16:20:51.191000+00:00
linkedin,,Congrats,0,positive,2026-04-29 11:18:20.941000+00:00
linkedin,,Congrats Ritwik Ghosh !!! This is a great partnership to have for Seedflex,0,positive,2026-04-29 09:40:57.948000+00:00
linkedin,,🤩,0,positive,2026-06-01 20:15:32.416000+00:00
linkedin,,Looking forward to reading your pieces.,0,positive,2026-06-01 06:40:47.703000+00:00
linkedin,,Thanks,0,positive,2026-04-28 01:34:47.026000+00:00
linkedin,,Hi already email. Please consider our application,0,neutral,2026-03-18 16:28:23.996000+00:00
linkedin,,"To be fair, this is not new. Stamping has always been there. People just never bothered until penalties came along",0,negative,2026-03-03 09:21:26.898000+00:00
linkedin,,"Amazing growth story, David! Monee’s ability to balance rapid expansion with credit quality is truly inspiring. Impressive achievement! 🚀",0,positive,2025-08-28 01:12:26.075000+00:00
linkedin,,"From February: Some 80% of OCBC's sustainability-linked loans in 2024 were extended to firms in Singapore, with the rest in Malaysia, Hong Kong and Indonesia.

https://www.theedgesingapore.com/news/ba",0,neutral,2025-09-17 08:38:30.934000+00:00
linkedin,,"OCBC launched the programme in Malaysia last month, following Hong Kong in April and Singapore in April 2024. In Indonesia, the programme is known as the Women Warriors Programme and was rolled out in",0,neutral,2025-09-17 08:37:45.189000+00:00
linkedin,,very useful,0,positive,2025-05-14 03:08:00.551000+00:00
linkedin,,very helpful! Thanks,0,positive,2025-05-15 13:17:28.629000+00:00
linkedin,,This paper provides a timely and thoughtful contribution to the discussion on Africa’s SME financing gap by shifting attention from traditional collateral-based lending toward cash-flow-based financin,0,positive,2026-05-29 22:20:18.855000+00:00
linkedin,,"Appreciate you featuring our data from SOTIR 2025, Brad Jones!",0,positive,2025-06-15 06:11:53.387000+00:00
linkedin,,"Hello,

I have a Triton diaphragm pump system (compressed air operated) that was used for Tritoflex waterproofing applications. The unit is in excellent condition, almost as good as new, and comes wit",0,positive,2026-03-07 12:22:35.002000+00:00
linkedin,,Congratulations Mr Supun and CUM.,0,positive,2026-01-22 23:51:15.781000+00:00
linkedin,,Congratulations Supun Nigamuni,0,neutral,2026-01-22 22:03:45.632000+00:00
linkedin,,"How can communities build alternative, sustainable financial models that reduce reliance on informal credit sources while fostering economic growth and stability for all? 🌱💸
#SustainableFinance #Socia",0,positive,2025-02-22 03:43:09.406000+00:00
linkedin,,This point around preserving working capital is particularly pertinent given the discussions at Cityscape Global on developer financing models. I attended a session where the prevailing sentiment was ,0,neutral,2026-06-04 08:06:03.494000+00:00
linkedin,,"Thanks for your support and joining the event TOP Beraten Malaysia, Miriam Shastri and team",0,positive,2025-08-22 06:12:58.339000+00:00
linkedin,,Thank you Miriam Shastri and TOP Beraten Malaysia team 🙏,0,positive,2025-08-22 06:19:55.397000+00:00
linkedin,,This connects to something bigger.,0,neutral,2026-05-13 14:06:48.735000+00:00
linkedin,,"I created a brief on this, if you’d like to know more details you can shoot me a DM. (Free)",0,neutral,2026-06-01 13:49:52.535000+00:00
linkedin,,"The focus on structured development finance, distinct from general corporate lending, is well observed. This alignment of capital with specific criteria, from ESG to gender inclusion, mirrors the incr",0,neutral,2026-06-02 12:18:33.881000+00:00
